ID,Assignments (100),Midterm (100),Final (100),Assignments (30%),Midterm (35%),Final (35%),Total (100%),Grade,Range,Total of A,Assignment of A,Midterm of A,Final of A,Assignment A (30),Midterm 30,final 35,Assignment B (30),Midterm B 30,final 35,meanA,meanB+,meanB,meanC+,meanC,meanD+,meanD,meanF
XX27612,20,90,70,6,31.5,24.5,62,C,61-70, , , , , , , , , , , , , , ,62, , , 
XX27613,100,80,50,30,28,17.5,76,B+,71-80, , , , , , , , , , , ,76, , , , , , 
XX27614,20,27,2,6,9.45,0.7,16,F,11-20, , , , , , , ,6,9.45,0.7, , , , , , , ,16
XX27615,47,50,72,14.1,17.5,25.2,57,D+,51-60, , , , , , , , , , , , , , , ,57, , 
XX27616,43,10,88,12.9,3.5,30.8,47,F,41-50, , , , , , , ,12.9,3.5,30.8, , , , , , , ,47
XX27617,10,60,57,3,21,19.95,44,F,41-50, , , , , , , ,3,21,19.95, , , , , , , ,44
XX27618,100,3,60,30,1.05,21,52,D,51-60, , , , ,30,1.05,21, , , , , , , , , ,52, 
XX27619,67,53,38,20.1,18.55,13.3,52,D,51-60, , , , ,20.1,18.55,13.3, , , , , , , , , ,52, 
XX27620,23,57,98,6.9,19.95,34.3,61,C,61-70, , , , , , , , , , , , , , ,61, , , 
XX27621,3,87,68,0.9,30.45,23.8,55,D+,51-60, , , , , , , , , , , , , , , ,55, , 
XX27622,10,37,88,3,12.95,30.8,47,F,41-50, , , , , , , ,3,12.95,30.8, , , , , , , ,47
XX27623,80,33,100,24,11.55,35,71,B,71-80, , , , , , , , , , , , ,71, , , , , 
XX27624,7,67,98,2.1,23.45,34.3,60,C,51-60, , , , , , , , , , , , , , ,60, , , 
XX27625,0,17,92,0,5.95,32.2,38,F,31-40, , , , , , , ,0,5.95,32.2, , , , , , , ,38
XX27626,33,83,90,9.9,29.05,31.5,70,B,61-70, , , , , , , , , , , , ,70, , , , , 
XX27627,20,37,32,6,12.95,11.2,30,F,21-30, , , , , , , ,6,12.95,11.2, , , , , , , ,30
XX27628,17,50,28,5.1,17.5,9.8,32,F,31-40, , , , , , , ,5.1,17.5,9.8, , , , , , , ,32
XX27629,100,30,65,30,10.5,22.75,63,C,61-70, , , , , , , , , , , , , , ,63, , , 
XX27630,10,7,85,3,2.45,29.75,35,F,31-40, , , , , , , ,3,2.45,29.75, , , , , , , ,35
XX27631,73,40,0,21.9,14,0,36,F,31-40, , , , , , , ,21.9,14,0, , , , , , , ,36
XX27632,23,40,22,6.9,14,7.7,29,F,21-30, , , , , , , ,6.9,14,7.7, , , , , , , ,29
XX27633,97,30,75,29.1,10.5,26.25,66,C+,61-70, , , , , , , , , , , , , ,66, , , , 
XX27634,90,50,85,27,17.5,29.75,74,B,71-80, , , , , , , , , , , , ,74, , , , , 
XX27635,63,43,40,18.9,15.05,14,48,F,41-50, , , , , , , ,18.9,15.05,14, , , , , , , ,48
XX27636,43,23,48,12.9,8.05,16.8,38,F,31-40, , , , , , , ,12.9,8.05,16.8, , , , , , , ,38
XX27637,47,67,8,14.1,23.45,2.8,40,F,31-40, , , , , , , ,14.1,23.45,2.8, , , , , , , ,40
XX27638,60,30,82,18,10.5,28.7,57,D+,51-60, , , , , , , , , , , , , , , ,57, , 
XX27639,43,97,82,12.9,33.95,28.7,76,B+,71-80, , , , , , , , , , , ,76, , , , , , 
XX27640,33,3,30,9.9,1.05,10.5,21,F,21-30, , , , , , , ,9.9,1.05,10.5, , , , , , , ,21
XX27641,40,3,40,12,1.05,14,27,F,21-30, , , , , , , ,12,1.05,14, , , , , , , ,27
XX27642,13,83,75,3.9,29.05,26.25,59,D+,51-60, , , , , , , , , , , , , , , ,59, , 
XX27643,70,60,40,21,21,14,56,D+,51-60, , , , , , , , , , , , , , , ,56, , 
XX27644,13,47,8,3.9,16.45,2.8,23,F,21-30, , , , , , , ,3.9,16.45,2.8, , , , , , , ,23
XX27645,10,67,30,3,23.45,10.5,37,F,31-40, , , , , , , ,3,23.45,10.5, , , , , , , ,37
XX27646,17,40,95,5.1,14,33.25,52,D,51-60, , , , ,5.1,14,33.25, , , , , , , , , ,52, 
XX27647,73,3,82,21.9,1.05,28.7,52,D,51-60, , , , ,21.9,1.05,28.7, , , , , , , , , ,52, 
XX27648,43,43,5,12.9,15.05,1.75,30,F,21-30, , , , , , , ,12.9,15.05,1.75, , , , , , , ,30
XX27649,70,0,88,21,0,30.8,52,D,51-60, , , , ,21,0,30.8, , , , , , , , , ,52, 
XX27650,80,20,95,24,7,33.25,64,C,61-70, , , , , , , , , , , , , , ,64, , , 
XX27651,13,67,90,3.9,23.45,31.5,59,D+,51-60, , , , , , , , , , , , , , , ,59, , 
XX27652,10,97,60,3,33.95,21,58,D+,51-60, , , , , , , , , , , , , , , ,58, , 
XX27653,43,0,5,12.9,0,1.75,15,F,11-20, , , , , , , ,12.9,0,1.75, , , , , , , ,15
XX27654,43,73,30,12.9,25.55,10.5,49,F,41-50, , , , , , , ,12.9,25.55,10.5, , , , , , , ,49
XX27655,27,73,78,8.1,25.55,27.3,61,C,61-70, , , , , , , , , , , , , , ,61, , , 
XX27656,27,70,48,8.1,24.5,16.8,49,F,41-50, , , , , , , ,8.1,24.5,16.8, , , , , , , ,49
XX27657,83,70,78,24.9,24.5,27.3,77,B+,71-80, , , , , , , , , , , ,77, , , , , , 
XX27658,27,7,57,8.1,2.45,19.95,31,F,31-40, , , , , , , ,8.1,2.45,19.95, , , , , , , ,31
XX27659,70,77,2,21,26.95,0.7,49,F,41-50, , , , , , , ,21,26.95,0.7, , , , , , , ,49
XX27660,90,17,28,27,5.95,9.8,43,F,41-50, , , , , , , ,27,5.95,9.8, , , , , , , ,43
XX27661,13,43,70,3.9,15.05,24.5,43,F,41-50, , , , , , , ,3.9,15.05,24.5, , , , , , , ,43
XX27662,40,40,10,12,14,3.5,30,F,21-30, , , , , , , ,12,14,3.5, , , , , , , ,30
XX27663,100,53,65,30,18.55,22.75,71,B,71-80, , , , , , , , , , , , ,71, , , , , 
XX27664,3,10,20,0.9,3.5,7,11,F,11-20, , , , , , , ,0.9,3.5,7, , , , , , , ,11
XX27665,43,67,2,12.9,23.45,0.7,37,F,31-40, , , , , , , ,12.9,23.45,0.7, , , , , , , ,37
XX27666,80,47,72,24,16.45,25.2,66,C+,61-70, , , , , , , , , , , , , ,66, , , , 
XX27667,90,87,98,27,30.45,34.3,92,A,91-100,92,90,87,98, , , , , , ,92, , , , , , , 
XX27668,43,67,5,12.9,23.45,1.75,38,F,31-40, , , , , , , ,12.9,23.45,1.75, , , , , , , ,38
XX27669,7,40,35,2.1,14,12.25,28,F,21-30, , , , , , , ,2.1,14,12.25, , , , , , , ,28
XX27670,3,53,10,0.9,18.55,3.5,23,F,21-30, , , , , , , ,0.9,18.55,3.5, , , , , , , ,23
XX27671,97,70,52,29.1,24.5,18.2,72,B,71-80, , , , , , , , , , , , ,72, , , , , 
XX27672,43,63,38,12.9,22.05,13.3,48,F,41-50, , , , , , , ,12.9,22.05,13.3, , , , , , , ,48
XX27673,30,53,5,9,18.55,1.75,29,F,21-30, , , , , , , ,9,18.55,1.75, , , , , , , ,29
XX27674,53,77,20,15.9,26.95,7,50,D,41-50, , , , ,15.9,26.95,7, , , , , , , , , ,50, 
XX27675,43,27,28,12.9,9.45,9.8,32,F,31-40, , , , , , , ,12.9,9.45,9.8, , , , , , , ,32
XX27676,83,93,35,24.9,32.55,12.25,70,B,61-70, , , , , , , , , , , , ,70, , , , , 
XX27677,17,67,25,5.1,23.45,8.75,37,F,31-40, , , , , , , ,5.1,23.45,8.75, , , , , , , ,37
XX27678,30,23,85,9,8.05,29.75,47,F,41-50, , , , , , , ,9,8.05,29.75, , , , , , , ,47
XX27679,67,27,25,20.1,9.45,8.75,38,F,31-40, , , , , , , ,20.1,9.45,8.75, , , , , , , ,38
XX27680,17,100,40,5.1,35,14,54,D,51-60, , , , ,5.1,35,14, , , , , , , , , ,54, 
XX27681,37,10,40,11.1,3.5,14,29,F,21-30, , , , , , , ,11.1,3.5,14, , , , , , , ,29
XX27682,73,0,98,21.9,0,34.3,56,D+,51-60, , , , , , , , , , , , , , , ,56, , 
XX27683,23,0,75,6.9,0,26.25,33,F,31-40, , , , , , , ,6.9,0,26.25, , , , , , , ,33
XX27684,90,7,22,27,2.45,7.7,37,F,31-40, , , , , , , ,27,2.45,7.7, , , , , , , ,37
XX27685,73,17,57,21.9,5.95,19.95,48,F,41-50, , , , , , , ,21.9,5.95,19.95, , , , , , , ,48
XX27686,97,50,30,29.1,17.5,10.5,57,D+,51-60, , , , , , , , , , , , , , , ,57, , 
XX27687,43,43,10,12.9,15.05,3.5,31,F,31-40, , , , , , , ,12.9,15.05,3.5, , , , , , , ,31
XX27688,3,53,57,0.9,18.55,19.95,39,F,31-40, , , , , , , ,0.9,18.55,19.95, , , , , , , ,39
XX27689,23,57,12,6.9,19.95,4.2,31,F,31-40, , , , , , , ,6.9,19.95,4.2, , , , , , , ,31
XX27690,50,43,10,15,15.05,3.5,34,F,31-40, , , , , , , ,15,15.05,3.5, , , , , , , ,34
XX27691,3,93,28,0.9,32.55,9.8,43,F,41-50, , , , , , , ,0.9,32.55,9.8, , , , , , , ,43
XX27692,53,67,60,15.9,23.45,21,60,C,51-60, , , , , , , , , , , , , , ,60, , , 
XX27693,53,97,5,15.9,33.95,1.75,52,D,51-60, , , , ,15.9,33.95,1.75, , , , , , , , , ,52, 
XX27694,3,33,88,0.9,11.55,30.8,43,F,41-50, , , , , , , ,0.9,11.55,30.8, , , , , , , ,43
XX27695,33,0,22,9.9,0,7.7,18,F,11-20, , , , , , , ,9.9,0,7.7, , , , , , , ,18
XX27696,43,80,28,12.9,28,9.8,51,D,51-60, , , , ,12.9,28,9.8, , , , , , , , , ,51, 
XX27697,67,90,92,20.1,31.5,32.2,84,A,81-90,84,67,90,92, , , , , , ,84, , , , , , , 
XX27698,0,87,32,0,30.45,11.2,42,F,41-50, , , , , , , ,0,30.45,11.2, , , , , , , ,42
XX27699,100,47,85,30,16.45,29.75,76,B+,71-80, , , , , , , , , , , ,76, , , , , , 
XX27700,73,100,45,21.9,35,15.75,73,B,71-80, , , , , , , , , , , , ,73, , , , , 
XX27701,13,3,28,3.9,1.05,9.8,15,F,11-20, , , , , , , ,3.9,1.05,9.8, , , , , , , ,15
XX27702,50,57,35,15,19.95,12.25,47,F,41-50, , , , , , , ,15,19.95,12.25, , , , , , , ,47
XX27703,73,37,2,21.9,12.95,0.7,36,F,31-40, , , , , , , ,21.9,12.95,0.7, , , , , , , ,36
XX27704,3,0,50,0.9,0,17.5,18,F,11-20, , , , , , , ,0.9,0,17.5, , , , , , , ,18
XX27705,7,100,78,2.1,35,27.3,64,C,61-70, , , , , , , , , , , , , , ,64, , , 
XX27706,17,3,75,5.1,1.05,26.25,32,F,31-40, , , , , , , ,5.1,1.05,26.25, , , , , , , ,32
XX27707,50,7,22,15,2.45,7.7,25,F,21-30, , , , , , , ,15,2.45,7.7, , , , , , , ,25
XX27708,63,7,15,18.9,2.45,5.25,27,F,21-30, , , , , , , ,18.9,2.45,5.25, , , , , , , ,27
XX27709,40,53,70,12,18.55,24.5,55,D+,51-60, , , , , , , , , , , , , , , ,55, , 
XX27710,33,100,65,9.9,35,22.75,68,C+,61-70, , , , , , , , , , , , , ,68, , , , 
XX27711,10,3,48,3,1.05,16.8,21,F,21-30, , , , , , , ,3,1.05,16.8, , , , , , , ,21
XX27712,80,13,98,24,4.55,34.3,63,C,61-70, , , , , , , , , , , , , , ,63, , , 
XX27713,10,13,30,3,4.55,10.5,18,F,11-20, , , , , , , ,3,4.55,10.5, , , , , , , ,18
XX27714,23,67,100,6.9,23.45,35,65,C+,61-70, , , , , , , , , , , , , ,65, , , , 
XX27715,0,23,75,0,8.05,26.25,34,F,31-40, , , , , , , ,0,8.05,26.25, , , , , , , ,34
XX27716,73,40,5,21.9,14,1.75,38,F,31-40, , , , , , , ,21.9,14,1.75, , , , , , , ,38
XX27717,47,0,32,14.1,0,11.2,25,F,21-30, , , , , , , ,14.1,0,11.2, , , , , , , ,25
XX27718,17,73,0,5.1,25.55,0,31,F,31-40, , , , , , , ,5.1,25.55,0, , , , , , , ,31
XX27719,10,80,35,3,28,12.25,43,F,41-50, , , , , , , ,3,28,12.25, , , , , , , ,43
XX27720,83,7,68,24.9,2.45,23.8,51,D,51-60, , , , ,24.9,2.45,23.8, , , , , , , , , ,51, 
XX27721,7,13,68,2.1,4.55,23.8,30,F,21-30, , , , , , , ,2.1,4.55,23.8, , , , , , , ,30
XX27722,30,3,30,9,1.05,10.5,21,F,21-30, , , , , , , ,9,1.05,10.5, , , , , , , ,21
XX27723,77,23,95,23.1,8.05,33.25,64,C,61-70, , , , , , , , , , , , , , ,64, , , 
XX27724,3,10,50,0.9,3.5,17.5,22,F,21-30, , , , , , , ,0.9,3.5,17.5, , , , , , , ,22
XX27725,33,90,72,9.9,31.5,25.2,67,C+,61-70, , , , , , , , , , , , , ,67, , , , 
XX27726,60,40,2,18,14,0.7,33,F,31-40, , , , , , , ,18,14,0.7, , , , , , , ,33
XX27727,20,63,32,6,22.05,11.2,39,F,31-40, , , , , , , ,6,22.05,11.2, , , , , , , ,39
XX27728,63,53,55,18.9,18.55,19.25,57,D+,51-60, , , , , , , , , , , , , , , ,57, , 
XX27729,40,87,60,12,30.45,21,63,C,61-70, , , , , , , , , , , , , , ,63, , , 
XX27730,30,0,18,9,0,6.3,15,F,11-20, , , , , , , ,9,0,6.3, , , , , , , ,15
XX27731,40,87,40,12,30.45,14,56,D+,51-60, , , , , , , , , , , , , , , ,56, , 
XX27732,100,23,78,30,8.05,27.3,65,C+,61-70, , , , , , , , , , , , , ,65, , , , 
XX27733,7,37,68,2.1,12.95,23.8,39,F,31-40, , , , , , , ,2.1,12.95,23.8, , , , , , , ,39
XX27734,63,30,98,18.9,10.5,34.3,64,C,61-70, , , , , , , , , , , , , , ,64, , , 
XX27735,80,50,12,24,17.5,4.2,46,F,41-50, , , , , , , ,24,17.5,4.2, , , , , , , ,46
XX27736,3,53,68,0.9,18.55,23.8,43,F,41-50, , , , , , , ,0.9,18.55,23.8, , , , , , , ,43
XX27737,70,63,48,21,22.05,16.8,60,C,51-60, , , , , , , , , , , , , , ,60, , , 
XX27738,3,93,57,0.9,32.55,19.95,53,D,51-60, , , , ,0.9,32.55,19.95, , , , , , , , , ,53, 
XX27739,53,3,20,15.9,1.05,7,24,F,21-30, , , , , , , ,15.9,1.05,7, , , , , , , ,24
XX27740,93,37,25,27.9,12.95,8.75,50,D,41-50, , , , ,27.9,12.95,8.75, , , , , , , , , ,50, 
XX27741,93,70,60,27.9,24.5,21,73,B,71-80, , , , , , , , , , , , ,73, , , , , 
XX27742,70,63,75,21,22.05,26.25,69,C+,61-70, , , , , , , , , , , , , ,69, , , , 
XX27743,63,53,45,18.9,18.55,15.75,53,D,51-60, , , , ,18.9,18.55,15.75, , , , , , , , , ,53, 
XX27744,30,3,57,9,1.05,19.95,30,F,21-30, , , , , , , ,9,1.05,19.95, , , , , , , ,30
XX27745,87,73,88,26.1,25.55,30.8,82,A,81-90,82,87,73,88, , , , , , ,82, , , , , , , 
XX27746,20,97,65,6,33.95,22.75,63,C,61-70, , , , , , , , , , , , , , ,63, , , 
XX27747,73,87,72,21.9,30.45,25.2,78,B+,71-80, , , , , , , , , , , ,78, , , , , , 
XX27748,43,67,32,12.9,23.45,11.2,48,F,41-50, , , , , , , ,12.9,23.45,11.2, , , , , , , ,48
XX27749,100,90,60,30,31.5,21,83,A,81-90,83,100,90,60, , , , , , ,83, , , , , , , 
XX27750,73,30,52,21.9,10.5,18.2,51,D,51-60, , , , ,21.9,10.5,18.2, , , , , , , , , ,51, 
XX27751,33,97,18,9.9,33.95,6.3,50,D,41-50, , , , ,9.9,33.95,6.3, , , , , , , , , ,50, 
XX27752,13,93,92,3.9,32.55,32.2,69,C+,61-70, , , , , , , , , , , , , ,69, , , , 
XX27753,7,67,8,2.1,23.45,2.8,28,F,21-30, , , , , , , ,2.1,23.45,2.8, , , , , , , ,28
XX27754,23,20,10,6.9,7,3.5,17,F,11-20, , , , , , , ,6.9,7,3.5, , , , , , , ,17
XX27755,83,100,15,24.9,35,5.25,65,C+,61-70, , , , , , , , , , , , , ,65, , , , 
XX27756,23,57,15,6.9,19.95,5.25,32,F,31-40, , , , , , , ,6.9,19.95,5.25, , , , , , , ,32
XX27757,87,50,30,26.1,17.5,10.5,54,D,51-60, , , , ,26.1,17.5,10.5, , , , , , , , , ,54, 
XX27758,80,47,98,24,16.45,34.3,75,B+,71-80, , , , , , , , , , , ,75, , , , , , 
XX27759,23,63,78,6.9,22.05,27.3,56,D+,51-60, , , , , , , , , , , , , , , ,56, , 
XX27760,67,7,8,20.1,2.45,2.8,25,F,21-30, , , , , , , ,20.1,2.45,2.8, , , , , , , ,25
XX27761,100,90,20,30,31.5,7,69,C+,61-70, , , , , , , , , , , , , ,69, , , , 
XX27762,70,80,88,21,28,30.8,80,A,71-80,80,70,80,88, , , , , , ,80, , , , , , , 
XX27763,70,77,88,21,26.95,30.8,79,B+,71-80, , , , , , , , , , , ,79, , , , , , 
XX27764,23,57,55,6.9,19.95,19.25,46,F,41-50, , , , , , , ,6.9,19.95,19.25, , , , , , , ,46
XX27765,23,0,82,6.9,0,28.7,36,F,31-40, , , , , , , ,6.9,0,28.7, , , , , , , ,36
XX27766,3,37,85,0.9,12.95,29.75,44,F,41-50, , , , , , , ,0.9,12.95,29.75, , , , , , , ,44
XX27767,50,3,78,15,1.05,27.3,43,F,41-50, , , , , , , ,15,1.05,27.3, , , , , , , ,43
XX27768,17,27,72,5.1,9.45,25.2,40,F,31-40, , , , , , , ,5.1,9.45,25.2, , , , , , , ,40
XX27769,30,73,2,9,25.55,0.7,35,F,31-40, , , , , , , ,9,25.55,0.7, , , , , , , ,35
XX27770,43,0,85,12.9,0,29.75,43,F,41-50, , , , , , , ,12.9,0,29.75, , , , , , , ,43
XX27771,63,63,88,18.9,22.05,30.8,72,B,71-80, , , , , , , , , , , , ,72, , , , , 
XX27772,27,67,75,8.1,23.45,26.25,58,D+,51-60, , , , , , , , , , , , , , , ,58, , 
XX27773,97,63,100,29.1,22.05,35,86,A,81-90,86,97,63,100, , , , , , ,86, , , , , , , 
XX27774,63,83,32,18.9,29.05,11.2,59,D+,51-60, , , , , , , , , , , , , , , ,59, , 
XX27775,70,47,25,21,16.45,8.75,46,F,41-50, , , , , , , ,21,16.45,8.75, , , , , , , ,46
XX27776,100,40,88,30,14,30.8,75,B+,71-80, , , , , , , , , , , ,75, , , , , , 
XX27777,7,70,25,2.1,24.5,8.75,35,F,31-40, , , , , , , ,2.1,24.5,8.75, , , , , , , ,35
XX27778,50,50,100,15,17.5,35,68,C+,61-70, , , , , , , , , , , , , ,68, , , , 
XX27779,10,20,10,3,7,3.5,14,F,11-20, , , , , , , ,3,7,3.5, , , , , , , ,14
XX27780,100,60,82,30,21,28.7,80,A,71-80,80,100,60,82, , , , , , ,80, , , , , , , 
XX27781,80,83,62,24,29.05,21.7,75,B+,71-80, , , , , , , , , , , ,75, , , , , , 
XX27782,27,97,42,8.1,33.95,14.7,57,D+,51-60, , , , , , , , , , , , , , , ,57, , 
XX27783,63,27,92,18.9,9.45,32.2,61,C,61-70, , , , , , , , , , , , , , ,61, , , 
XX27784,63,27,28,18.9,9.45,9.8,38,F,31-40, , , , , , , ,18.9,9.45,9.8, , , , , , , ,38
XX27785,90,63,82,27,22.05,28.7,78,B+,71-80, , , , , , , , , , , ,78, , , , , , 
XX27786,13,33,95,3.9,11.55,33.25,49,F,41-50, , , , , , , ,3.9,11.55,33.25, , , , , , , ,49
XX27787,47,43,40,14.1,15.05,14,43,F,41-50, , , , , , , ,14.1,15.05,14, , , , , , , ,43
XX27788,30,60,88,9,21,30.8,61,C,61-70, , , , , , , , , , , , , , ,61, , , 
XX27789,27,97,62,8.1,33.95,21.7,64,C,61-70, , , , , , , , , , , , , , ,64, , , 
XX27790,43,7,42,12.9,2.45,14.7,30,F,21-30, , , , , , , ,12.9,2.45,14.7, , , , , , , ,30
XX27791,77,80,78,23.1,28,27.3,78,B+,71-80, , , , , , , , , , , ,78, , , , , , 
XX27792,7,93,68,2.1,32.55,23.8,58,D+,51-60, , , , , , , , , , , , , , , ,58, , 
XX27793,57,63,92,17.1,22.05,32.2,71,B,71-80, , , , , , , , , , , , ,71, , , , , 
XX27794,13,100,25,3.9,35,8.75,48,F,41-50, , , , , , , ,3.9,35,8.75, , , , , , , ,48
XX27795,37,97,68,11.1,33.95,23.8,69,C+,61-70, , , , , , , , , , , , , ,69, , , , 
XX27796,70,100,22,21,35,7.7,64,C,61-70, , , , , , , , , , , , , , ,64, , , 
XX27797,90,70,25,27,24.5,8.75,60,C,51-60, , , , , , , , , , , , , , ,60, , , 
XX27798,100,90,0,30,31.5,0,62,C,61-70, , , , , , , , , , , , , , ,62, , , 
XX27799,73,50,38,21.9,17.5,13.3,53,D,51-60, , , , ,21.9,17.5,13.3, , , , , , , , , ,53, 
XX27800,90,83,100,27,29.05,35,91,A,91-100,91,90,83,100, , , , , , ,91, , , , , , , 
XX27801,67,13,82,20.1,4.55,28.7,53,D,51-60, , , , ,20.1,4.55,28.7, , , , , , , , , ,53, 
XX27802,70,43,78,21,15.05,27.3,63,C,61-70, , , , , , , , , , , , , , ,63, , , 
XX27803,90,60,100,27,21,35,83,A,81-90,83,90,60,100, , , , , , ,83, , , , , , , 
XX27804,57,33,22,17.1,11.55,7.7,36,F,31-40, , , , , , , ,17.1,11.55,7.7, , , , , , , ,36
XX27805,27,100,30,8.1,35,10.5,54,D,51-60, , , , ,8.1,35,10.5, , , , , , , , , ,54, 
XX27806,97,7,100,29.1,2.45,35,67,C+,61-70, , , , , , , , , , , , , ,67, , , , 
XX27807,40,3,88,12,1.05,30.8,44,F,41-50, , , , , , , ,12,1.05,30.8, , , , , , , ,44
XX27808,33,83,52,9.9,29.05,18.2,57,D+,51-60, , , , , , , , , , , , , , , ,57, , 
XX27809,17,67,70,5.1,23.45,24.5,53,D,51-60, , , , ,5.1,23.45,24.5, , , , , , , , , ,53, 
XX27810,7,20,68,2.1,7,23.8,33,F,31-40, , , , , , , ,2.1,7,23.8, , , , , , , ,33
XX27811,27,57,85,8.1,19.95,29.75,58,D+,51-60, , , , , , , , , , , , , , , ,58, , 
XX27812,30,40,70,9,14,24.5,48,F,41-50, , , , , , , ,9,14,24.5, , , , , , , ,48
XX27813,7,7,90,2.1,2.45,31.5,36,F,31-40, , , , , , , ,2.1,2.45,31.5, , , , , , , ,36
XX27814,90,47,72,27,16.45,25.2,69,C+,61-70, , , , , , , , , , , , , ,69, , , , 
XX27815,97,80,22,29.1,28,7.7,65,C+,61-70, , , , , , , , , , , , , ,65, , , , 
XX27816,67,40,52,20.1,14,18.2,52,D,51-60, , , , ,20.1,14,18.2, , , , , , , , , ,52, 
XX27817,67,10,52,20.1,3.5,18.2,42,F,41-50, , , , , , , ,20.1,3.5,18.2, , , , , , , ,42
XX27818,20,43,62,6,15.05,21.7,43,F,41-50, , , , , , , ,6,15.05,21.7, , , , , , , ,43
XX27819,17,90,20,5.1,31.5,7,44,F,41-50, , , , , , , ,5.1,31.5,7, , , , , , , ,44
XX27820,33,40,95,9.9,14,33.25,57,D+,51-60, , , , , , , , , , , , , , , ,57, , 
XX27821,13,77,15,3.9,26.95,5.25,36,F,31-40, , , , , , , ,3.9,26.95,5.25, , , , , , , ,36
XX27822,80,50,92,24,17.5,32.2,74,B,71-80, , , , , , , , , , , , ,74, , , , , 
XX27823,83,43,72,24.9,15.05,25.2,65,C+,61-70, , , , , , , , , , , , , ,65, , , , 
XX27824,93,90,72,27.9,31.5,25.2,85,A,81-90,85,93,90,72, , , , , , ,85, , , , , , , 
XX27825,13,73,70,3.9,25.55,24.5,54,D,51-60, , , , ,3.9,25.55,24.5, , , , , , , , , ,54, 
XX27826,70,83,45,21,29.05,15.75,66,C+,61-70, , , , , , , , , , , , , ,66, , , , 
XX27827,97,73,15,29.1,25.55,5.25,60,C,51-60, , , , , , , , , , , , , , ,60, , , 
XX27828,83,60,18,24.9,21,6.3,52,D,51-60, , , , ,24.9,21,6.3, , , , , , , , , ,52, 
XX27829,40,67,65,12,23.45,22.75,58,D+,51-60, , , , , , , , , , , , , , , ,58, , 
XX27830,90,13,40,27,4.55,14,46,F,41-50, , , , , , , ,27,4.55,14, , , , , , , ,46
XX27831,50,17,82,15,5.95,28.7,50,D,41-50, , , , ,15,5.95,28.7, , , , , , , , , ,50, 
XX27832,17,30,8,5.1,10.5,2.8,18,F,11-20, , , , , , , ,5.1,10.5,2.8, , , , , , , ,18
XX27833,27,60,52,8.1,21,18.2,47,F,41-50, , , , , , , ,8.1,21,18.2, , , , , , , ,47
XX27834,63,50,65,18.9,17.5,22.75,59,D+,51-60, , , , , , , , , , , , , , , ,59, , 
XX27835,30,53,18,9,18.55,6.3,34,F,31-40, , , , , , , ,9,18.55,6.3, , , , , , , ,34
XX27836,47,93,100,14.1,32.55,35,82,A,81-90,82,47,93,100, , , , , , ,82, , , , , , , 
XX27837,27,57,65,8.1,19.95,22.75,51,D,51-60, , , , ,8.1,19.95,22.75, , , , , , , , , ,51, 
XX27838,3,13,85,0.9,4.55,29.75,35,F,31-40, , , , , , , ,0.9,4.55,29.75, , , , , , , ,35
XX27839,100,23,0,30,8.05,0,38,F,31-40, , , , , , , ,30,8.05,0, , , , , , , ,38
XX27840,57,43,45,17.1,15.05,15.75,48,F,41-50, , , , , , , ,17.1,15.05,15.75, , , , , , , ,48
XX27841,67,37,70,20.1,12.95,24.5,58,D+,51-60, , , , , , , , , , , , , , , ,58, , 
XX27842,23,23,88,6.9,8.05,30.8,46,F,41-50, , , , , , , ,6.9,8.05,30.8, , , , , , , ,46
XX27843,7,63,20,2.1,22.05,7,31,F,31-40, , , , , , , ,2.1,22.05,7, , , , , , , ,31
XX27844,30,17,62,9,5.95,21.7,37,F,31-40, , , , , , , ,9,5.95,21.7, , , , , , , ,37
XX27845,40,97,68,12,33.95,23.8,70,B,61-70, , , , , , , , , , , , ,70, , , , , 
XX27846,67,0,85,20.1,0,29.75,50,D,41-50, , , , ,20.1,0,29.75, , , , , , , , , ,50, 
XX27847,83,53,92,24.9,18.55,32.2,76,B+,71-80, , , , , , , , , , , ,76, , , , , , 
XX27848,73,70,68,21.9,24.5,23.8,70,B,61-70, , , , , , , , , , , , ,70, , , , , 
XX27849,47,83,40,14.1,29.05,14,57,D+,51-60, , , , , , , , , , , , , , , ,57, , 
XX27850,53,43,78,15.9,15.05,27.3,58,D+,51-60, , , , , , , , , , , , , , , ,58, , 
XX27851,40,100,60,12,35,21,68,C+,61-70, , , , , , , , , , , , , ,68, , , , 
XX27852,27,70,55,8.1,24.5,19.25,52,D,51-60, , , , ,8.1,24.5,19.25, , , , , , , , , ,52, 
XX27853,37,30,60,11.1,10.5,21,43,F,41-50, , , , , , , ,11.1,10.5,21, , , , , , , ,43
XX27854,7,27,10,2.1,9.45,3.5,15,F,11-20, , , , , , , ,2.1,9.45,3.5, , , , , , , ,15
XX27855,100,83,15,30,29.05,5.25,64,C,61-70, , , , , , , , , , , , , , ,64, , , 
XX27856,77,7,65,23.1,2.45,22.75,48,F,41-50, , , , , , , ,23.1,2.45,22.75, , , , , , , ,48
XX27857,100,90,55,30,31.5,19.25,81,A,81-90,81,100,90,55, , , , , , ,81, , , , , , , 
XX27858,93,33,98,27.9,11.55,34.3,74,B,71-80, , , , , , , , , , , , ,74, , , , , 
XX27859,57,50,50,17.1,17.5,17.5,52,D,51-60, , , , ,17.1,17.5,17.5, , , , , , , , , ,52, 
